Id	HS_gene_id	Gene	Description	HS	GG	NL	PT	HS_aa	PT_aa	GG_aa	NL_aa	overlap	AbsId	Subs	HS_Subs	PT_Subs	GG_Subs	NL_Subs	#1#_Subs	%AbsId	%Subs	%HS_Subs	%PT_Subs	%GG_Subs	%NL_Subs	%#1#_Subs	%NoId
ENST00000282611	ENSG00000152705	CATSPER3	cation channel sperm associated 3 	ENST00000282611	ENSGGOT00000004866	ENSNLET00000010508	ENSPTRT00000031939	398	398	327	397	313	298	15	1	1	1	10	0	95.2076677316294	4.7923322683706	0.319488817891374	0.319488817891374	0.319488817891374	3.19488817891374	0	0
ENST00000282670	ENSG00000152760	TCTEX1D1	Tctex1 domain containing 1 	ENST00000282670	ENSGGOT00000002421	ENSNLET00000019449	ENSPTRT00000107456	179	179	179	179	179	167	12	3	1	0	6	1	93.2960893854749	6.70391061452514	1.67597765363129	0.558659217877095	0	3.35195530726257	0.558659217877095	0
ENST00000282701	ENSG00000152785	BMP3	bone morphogenetic protein 3 	ENST00000282701	ENSGGOT00000005207	ENSNLET00000010872	ENSPTRT00000030169	472	472	472	472	469	447	22	5	3	3	10	1	95.3091684434968	4.6908315565032	1.06609808102345	0.639658848614072	0.639658848614072	2.13219616204691	0.213219616204691	0
ENST00000282849	ENSG00000140873	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18 	ENST00000282849	ENSGGOT00000041018	ENSNLET00000016896	ENSPTRT00000015440	1221	1221	1221	1191	1171	1132	39	9	3	7	19	0	96.66951323655	3.33048676345004	0.768573868488471	0.256191289496157	0.597779675491033	1.62254483347566	0	0
ENST00000282878	ENSG00000152932	RAB3C	RAB3C%2C member RAS oncogene family 	ENST00000282878	ENSGGOT00000013579	ENSNLET00000032427	ENSPTRT00000031336	227	227	227	227	227	227	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000282908	ENSG00000152953	STK32B	serine/threonine kinase 32B 	ENST00000282908	ENSGGOT00000010107	ENSNLET00000020521	ENSPTRT00000029635	414	414	414	310	307	295	12	4	1	0	6	1	96.0912052117264	3.90879478827361	1.30293159609121	0.325732899022801	0	1.95439739413681	0.325732899022801	0
ENST00000283006	ENSG00000153044	CENPH	centromere protein H 	ENST00000283006	ENSGGOT00000001534	ENSNLET00000053687	ENSPTRT00000031416	247	247	247	247	247	234	13	2	1	1	8	0	94.7368421052632	5.26315789473684	0.809716599190283	0.404858299595142	0.404858299595142	3.23886639676113	0	0
ENST00000283025	ENSG00000153060	TEKT5	tektin 5 	ENST00000283025	ENSGGOT00000007063	ENSNLET00000012944	ENSPTRT00000014293	485	485	485	485	485	452	33	3	5	2	19	0	93.1958762886598	6.80412371134021	0.618556701030928	1.03092783505155	0.412371134020619	3.91752577319588	0	0
ENST00000283027	ENSG00000103274	NUBP1	nucleotide binding protein 1 	ENST00000283027	ENSGGOT00000000969	ENSNLET00000012954	ENSPTRT00000086762	320	320	320	320	320	311	9	3	1	1	4	0	97.1875	2.8125	0.9375	0.3125	0.3125	1.25	0	0
ENST00000283109	ENSG00000058729	RIOK2	RIO kinase 2 	ENST00000283109	ENSGGOT00000027860	ENSNLET00000018492	ENSPTRT00000079071	552	552	552	553	552	535	17	1	3	3	8	0	96.9202898550725	3.07971014492753	0.181159420289855	0.543478260869565	0.543478260869565	1.44927536231884	0	0
ENST00000283131	ENSG00000153147	SMARCA5	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily a%2C member 5 	ENST00000283131	ENSGGOT00000029920	ENSNLET00000042487	ENSPTRT00000030618	1052	1052	1052	1052	1052	1049	3	0	1	0	2	0	99.7148288973384	0.285171102661593	0	0.095057034220532	0	0.190114068441065	0	0
ENST00000283141	ENSG00000153157	SYCP2L	synaptonemal complex protein 2 like 	ENST00000283141	ENSGGOT00000013101	ENSNLET00000000824	ENSPTRT00000032756	812	812	812	812	812	754	58	3	3	9	37	2	92.8571428571429	7.14285714285714	0.369458128078818	0.369458128078818	1.10837438423645	4.55665024630542	0.246305418719212	0
ENST00000283148	ENSG00000115652	UXS1	UDP-glucuronate decarboxylase 1 	ENST00000283148	ENSGGOT00000041067	ENSNLET00000032556	ENSPTRT00000106572	425	422	425	427	411	404	7	0	0	0	5	0	98.2968369829684	1.70316301703163	0	0	0	1.21654501216545	0	0
ENST00000283206	ENSG00000153214	TMEM87B	transmembrane protein 87B 	ENST00000283206	ENSGGOT00000013874	ENSNLET00000001992	ENSPTRT00000022951	555	555	554	536	532	520	12	1	1	0	10	0	97.7443609022556	2.25563909774436	0.18796992481203	0.18796992481203	0	1.8796992481203	0	0
ENST00000283228	ENSG00000153233	PTPRR	protein tyrosine phosphatase receptor type R 	ENST00000283228	ENSGGOT00000014291	ENSNLET00000053701	ENSPTRT00000105393	657	657	657	657	657	648	9	1	2	2	2	0	98.6301369863014	1.36986301369863	0.15220700152207	0.30441400304414	0.30441400304414	0.30441400304414	0	0
ENST00000283268	ENSG00000153266	FEZF2	FEZ family zinc finger 2 	ENST00000283268	ENSGGOT00000033900	ENSNLET00000055821	ENSPTRT00000108384	459	463	286	446	266	266	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000283290	ENSG00000144848	ATG3	autophagy related 3 	ENST00000283290	ENSGGOT00000006665	ENSNLET00000037086	ENSPTRT00000028446	314	314	314	317	289	289	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000283351	ENSG00000153339	TRAPPC8	trafficking protein particle complex 8 	ENST00000283351	ENSGGOT00000034486	ENSNLET00000008205	ENSPTRT00000018269	1435	1435	1435	1437	1435	1414	21	4	2	1	13	0	98.5365853658537	1.46341463414635	0.278745644599303	0.139372822299652	0.069686411149826	0.905923344947735	0	0
ENST00000283357	ENSG00000153347	FAM81B	family with sequence similarity 81 member B 	ENST00000283357	ENSGGOT00000013876	ENSNLET00000017967	ENSPTRT00000031650	452	452	452	451	451	434	17	4	2	4	6	0	96.2305986696231	3.76940133037694	0.886917960088692	0.443458980044346	0.886917960088692	1.33037694013304	0	0
ENST00000283415	ENSG00000153395	LPCAT1	lysophosphatidylcholine acyltransferase 1 	ENST00000283415	ENSGGOT00000015700	ENSNLET00000014263	ENSPTRT00000031031	534	534	534	489	489	477	12	4	1	2	4	0	97.5460122699387	2.45398773006134	0.81799591002045	0.204498977505112	0.408997955010225	0.81799591002045	0	0
ENST00000283429	ENSG00000153406	NMRAL1	NmrA like redox sensor 1 	ENST00000283429	ENSGGOT00000065262	ENSNLET00000012584	ENSPTRT00000014229	299	299	274	300	201	194	7	0	0	2	4	0	96.5174129353234	3.48258706467662	0	0	0.99502487562189	1.99004975124378	0	0
ENST00000283547	ENSG00000153495	TEX29	testis expressed 29 	ENST00000283547	ENSGGOT00000009779	ENSNLET00000010243	ENSPTRT00000011097	151	151	151	150	146	131	15	1	1	1	7	1	89.7260273972603	10.2739726027397	0.684931506849315	0.684931506849315	0.684931506849315	4.79452054794521	0.684931506849315	0
ENST00000283550	ENSG00000153498	SPACA7	sperm acrosome associated 7 	ENST00000283550	ENSGGOT00000048564	ENSNLET00000000515	ENSPTRT00000109513	195	212	212	196	192	176	16	2	4	1	7	0	91.6666666666667	8.33333333333333	1.04166666666667	2.08333333333333	0.520833333333333	3.64583333333333	0	0
ENST00000283629	ENSG00000153560	UBP1	upstream binding protein 1 	ENST00000283629	ENSGGOT00000033335	ENSNLET00000005955	ENSPTRT00000027554	540	540	540	540	540	536	4	3	0	1	0	0	99.2592592592593	0.740740740740748	0.555555555555556	0	0.185185185185185	0	0	0
ENST00000283632	ENSG00000153561	RMND5A	required for meiotic nuclear division 5 homolog A 	ENST00000283632	ENSGGOT00000067429	ENSNLET00000039095	ENSPTRT00000079333	391	391	371	344	344	343	1	0	0	1	0	0	99.7093023255814	0.29069767441861	0	0	0.290697674418605	0	0	0
ENST00000283635	ENSG00000153563	CD8A	CD8a molecule 	ENST00000283635	ENSGGOT00000056190	ENSNLET00000003713	ENSPTRT00000097254	235	235	236	235	235	223	12	1	1	3	7	0	94.8936170212766	5.1063829787234	0.425531914893617	0.425531914893617	1.27659574468085	2.97872340425532	0	0
ENST00000283646	ENSG00000153574	RPIA	ribose 5-phosphate isomerase A 	ENST00000283646	ENSGGOT00000033313	ENSNLET00000004047	ENSPTRT00000022622	311	311	311	311	311	306	5	0	0	0	4	0	98.3922829581994	1.60771704180064	0	0	0	1.28617363344051	0	0
ENST00000283713	ENSG00000136059	VILL	villin like 	ENST00000283713	ENSGGOT00000003818	ENSNLET00000006573	ENSPTRT00000027585	856	855	866	860	841	800	41	3	6	5	25	1	95.1248513674197	4.87514863258026	0.356718192627824	0.713436385255648	0.594530321046373	2.97265160523187	0.118906064209275	0
ENST00000283875	ENSG00000153767	GTF2E1	general transcription factor IIE subunit 1 	ENST00000283875	ENSGGOT00000031101	ENSNLET00000006534	ENSPTRT00000028526	439	439	439	439	439	431	8	2	1	0	4	0	98.1776765375854	1.82232346241457	0.455580865603645	0.227790432801822	0	0.911161731207289	0	0
ENST00000283928	ENSG00000153814	JAZF1	JAZF zinc finger 1 	ENST00000283928	ENSGGOT00000011448	ENSNLET00000019205	ENSPTRT00000085928	243	243	243	212	204	204	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000283946	ENSG00000153832	FBXO36	F-box protein 36 	ENST00000283946	ENSGGOT00000063682	ENSNLET00000040631	ENSPTRT00000108622	188	188	188	187	187	175	12	1	0	1	10	0	93.5828877005348	6.41711229946525	0.53475935828877	0	0.53475935828877	5.3475935828877	0	0
ENST00000284031	ENSG00000153904	DDAH1	dimethylarginine dimethylaminohydrolase 1 	ENST00000284031	ENSGGOT00000065235	ENSNLET00000012825	ENSPTRT00000092167	285	285	185	256	184	182	2	0	1	0	1	0	98.9130434782609	1.08695652173913	0	0.543478260869565	0	0.543478260869565	0	0
ENST00000284061	ENSG00000153933	DGKE	diacylglycerol kinase epsilon 	ENST00000284061	ENSGGOT00000011827	ENSNLET00000010245	ENSPTRT00000017302	567	567	567	464	412	409	3	0	0	1	1	0	99.2718446601942	0.728155339805824	0	0	0.242718446601942	0.242718446601942	0	0
ENST00000284073	ENSG00000153944	MSI2	musashi RNA binding protein 2 	ENST00000284073	ENSGGOT00000013233	ENSNLET00000010317	ENSPTRT00000017312	328	324	324	311	293	293	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000284116	ENSG00000153982	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1 	ENST00000284116	ENSGGOT00000060074	ENSNLET00000010990	ENSPTRT00000017359	314	314	314	312	312	311	1	0	0	0	1	0	99.6794871794872	0.320512820512818	0	0	0	0.320512820512821	0	0
ENST00000284142	ENSG00000154007	ASB17	ankyrin repeat and SOCS box containing 17 	ENST00000284142	ENSGGOT00000003236	ENSNLET00000012291	ENSPTRT00000001656	295	295	295	295	295	289	6	1	0	0	5	0	97.9661016949153	2.03389830508475	0.338983050847458	0	0	1.69491525423729	0	0
ENST00000284262	ENSG00000154118	JPH3	junctophilin 3 	ENST00000284262	ENSGGOT00000033542	ENSNLET00000048432	ENSPTRT00000015560	748	748	770	703	549	541	8	1	3	1	3	0	98.5428051001822	1.45719489981785	0.182149362477231	0.546448087431694	0.182149362477231	0.546448087431694	0	0
ENST00000284273	ENSG00000154127	UBASH3B	ubiquitin associated and SH3 domain containing B 	ENST00000284273	ENSGGOT00000066938	ENSNLET00000009463	ENSPTRT00000107653	649	649	649	599	585	582	3	1	0	0	2	0	99.4871794871795	0.512820512820511	0.170940170940171	0	0	0.341880341880342	0	0
ENST00000284288	ENSG00000154143	PANX3	pannexin 3 	ENST00000284288	ENSGGOT00000003763	ENSNLET00000009483	ENSPTRT00000008199	392	392	392	392	392	380	12	1	1	1	7	0	96.9387755102041	3.06122448979592	0.255102040816327	0.255102040816327	0.255102040816327	1.78571428571429	0	0
ENST00000284292	ENSG00000154146	NRGN	neurogranin 	ENST00000284292	ENSGGOT00000066121	ENSNLET00000009487	ENSPTRT00000008204	78	78	78	78	78	78	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000284311	ENSG00000154165	GPR15	G protein-coupled receptor 15 	ENST00000284311	ENSGGOT00000013703	ENSNLET00000023461	ENSPTRT00000028335	360	360	360	360	360	356	4	0	0	1	2	1	98.8888888888889	1.11111111111111	0	0	0.277777777777778	0.555555555555556	0.277777777777778	0
ENST00000284320	ENSG00000154174	TOMM70	translocase of outer mitochondrial membrane 70 	ENST00000284320	ENSGGOT00000003754	ENSNLET00000003458	ENSPTRT00000028353	608	608	608	608	608	604	4	0	1	0	3	0	99.3421052631579	0.65789473684211	0	0.164473684210526	0	0.493421052631579	0	0
ENST00000284382	ENSG00000154227	CERS3	ceramide synthase 3 	ENST00000284382	ENSGGOT00000034169	ENSNLET00000001245	ENSPTRT00000066557	383	383	383	383	382	372	10	1	2	1	6	0	97.3821989528796	2.61780104712042	0.261780104712042	0.523560209424084	0.261780104712042	1.57068062827225	0	0
ENST00000284476	ENSG00000154309	DISP1	dispatched RND transporter family member 1 	ENST00000284476	ENSGGOT00000062102	ENSNLET00000017218	ENSPTRT00000003659	1524	1525	1525	1524	1514	1477	37	10	2	3	18	2	97.556142668428	2.44385733157199	0.660501981505945	0.132100396301189	0.198150594451783	1.1889035667107	0.132100396301189	0
ENST00000284486	ENSG00000154319	FAM167A	family with sequence similarity 167 member A 	ENST00000284486	ENSGGOT00000016131	ENSNLET00000032194	ENSPTRT00000089551	214	243	214	214	210	204	6	1	0	0	4	0	97.1428571428571	2.85714285714286	0.476190476190476	0	0	1.9047619047619	0	0
ENST00000284509	ENSG00000104043	ATP8B4	ATPase phospholipid transporting 8B4 (putative) 	ENST00000284509	ENSGGOT00000022976	ENSNLET00000007877	ENSPTRT00000013032	1192	1192	1192	1192	1192	1173	19	3	3	1	10	2	98.4060402684564	1.59395973154362	0.251677852348993	0.251677852348993	0.083892617449665	0.838926174496644	0.167785234899329	0
ENST00000284523	ENSG00000154342	WNT3A	Wnt family member 3A 	ENST00000284523	ENSGGOT00000007215	ENSNLET00000038755	ENSPTRT00000058128	352	352	351	352	351	350	1	0	0	1	0	0	99.7150997150997	0.284900284900289	0	0	0.284900284900285	0	0	0
ENST00000284601	ENSG00000154415	PPP1R3A	protein phosphatase 1 regulatory subunit 3A 	ENST00000284601	ENSGGOT00000005649	ENSNLET00000014525	ENSPTRT00000036312	1122	1140	1122	1120	1120	1055	65	7	4	7	40	6	94.1964285714286	5.80357142857143	0.625	0.357142857142857	0.625	3.57142857142857	0.535714285714286	0
ENST00000284629	ENSG00000154438	ASZ1	ankyrin repeat%2C SAM and basic leucine zipper domain containing 1 	ENST00000284629	ENSGGOT00000002676	ENSNLET00000014899	ENSPTRT00000036337	475	475	475	475	475	463	12	2	2	2	6	0	97.4736842105263	2.52631578947368	0.421052631578947	0.421052631578947	0.421052631578947	1.26315789473684	0	0
ENST00000284637	ENSG00000154447	SH3RF1	SH3 domain containing ring finger 1 	ENST00000284637	ENSGGOT00000000156	ENSNLET00000008416	ENSPTRT00000030825	888	888	887	887	887	875	12	2	1	2	6	1	98.6471251409245	1.35287485907554	0.225479143179256	0.112739571589628	0.225479143179256	0.676437429537768	0.112739571589628	0
ENST00000284674	ENSG00000154478	GPR26	G protein-coupled receptor 26 	ENST00000284674	ENSGGOT00000054986	ENSNLET00000034655	ENSPTRT00000102395	337	337	261	295	261	261	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000284690	ENSG00000089876	DHX32	DEAH-box helicase 32 (putative) 	ENST00000284690	ENSGGOT00000010681	ENSNLET00000001013	ENSPTRT00000005796	743	744	744	744	736	720	16	1	1	5	9	0	97.8260869565217	2.17391304347827	0.135869565217391	0.135869565217391	0.679347826086957	1.22282608695652	0	0
ENST00000284694	ENSG00000154493	C10orf90	chromosome 10 open reading frame 90 	ENST00000284694	ENSGGOT00000003182	ENSNLET00000001131	ENSPTRT00000005802	699	699	691	691	691	645	46	4	5	6	27	1	93.342981186686	6.65701881331404	0.578871201157742	0.723589001447178	0.868306801736614	3.90738060781476	0.144717800289436	0
ENST00000284727	ENSG00000154518	ATP5MC3	ATP synthase membrane subunit c locus 3 	ENST00000284727	ENSGGOT00000057352	ENSNLET00000007582	ENSPTRT00000087653	142	142	142	142	142	142	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000284767	ENSG00000154553	PDLIM3	PDZ and LIM domain 3 	ENST00000284767	ENSGGOT00000042333	ENSNLET00000014395	ENSPTRT00000030918	364	364	364	364	364	356	8	0	1	0	7	0	97.8021978021978	2.1978021978022	0	0.274725274725275	0	1.92307692307692	0	0
ENST00000284818	ENSG00000154589	LY96	lymphocyte antigen 96 	ENST00000284818	ENSGGOT00000015429	ENSNLET00000048065	ENSPTRT00000101903	160	160	160	160	160	151	9	1	0	1	7	0	94.375	5.625	0.625	0	0.625	4.375	0	0
ENST00000284878	ENSG00000154639	CXADR	CXADR Ig-like cell adhesion molecule 	ENST00000284878	ENSGGOT00000001438	ENSNLET00000002653	ENSPTRT00000025754	365	365	352	365	352	350	2	0	0	1	1	0	99.4318181818182	0.568181818181813	0	0	0.284090909090909	0.284090909090909	0	0
ENST00000284881	ENSG00000154642	C21orf91	chromosome 21 open reading frame 91 	ENST00000284881	ENSGGOT00000049767	ENSNLET00000002797	ENSPTRT00000025760	297	297	296	297	296	290	6	0	1	0	5	0	97.972972972973	2.02702702702703	0	0.337837837837838	0	1.68918918918919	0	0
ENST00000284885	ENSG00000154646	TMPRSS15	transmembrane serine protease 15 	ENST00000284885	ENSGGOT00000000616	ENSNLET00000002856	ENSPTRT00000025763	1019	1019	1019	1002	984	949	35	8	2	5	16	1	96.4430894308943	3.5569105691057	0.813008130081301	0.203252032520325	0.508130081300813	1.6260162601626	0.101626016260163	0
ENST00000284951	ENSG00000101251	SEL1L2	SEL1L2 adaptor subunit of ERAD E3 ligase 	ENST00000284951	ENSGGOT00000010247	ENSNLET00000018655	ENSPTRT00000110226	688	688	688	688	688	656	32	0	5	4	21	1	95.3488372093023	4.65116279069767	0	0.726744186046512	0.581395348837209	3.05232558139535	0.145348837209302	0
ENST00000284995	ENSG00000154743	TSEN2	tRNA splicing endonuclease subunit 2 	ENST00000284995	ENSGGOT00000012537	ENSNLET00000005984	ENSPTRT00000102850	465	465	465	454	449	422	26	1	2	5	17	0	93.9866369710468	6.01336302895324	0.22271714922049	0.44543429844098	1.11358574610245	3.78619153674833	0	0.22271714922049
ENST00000285021	ENSG00000154767	XPC	XPC complex subunit%2C DNA damage recognition and repair factor 	ENST00000285021	ENSGGOT00000010039	ENSNLET00000006457	ENSPTRT00000027408	940	941	940	929	921	892	29	6	4	3	13	3	96.8512486427796	3.14875135722042	0.651465798045603	0.434310532030402	0.325732899022801	1.41150922909881	0.325732899022801	0
ENST00000285039	ENSG00000167306	MYO5B	myosin VB 	ENST00000285039	ENSGGOT00000008638	ENSNLET00000014843	ENSPTRT00000018384	1848	1849	1848	1779	1710	1685	25	2	3	1	18	0	98.5380116959064	1.46198830409357	0.116959064327485	0.175438596491228	0.058479532163743	1.05263157894737	0	0
ENST00000285046	ENSG00000154783	FGD5	FYVE%2C RhoGEF and PH domain containing 5 	ENST00000285046	ENSGGOT00000001375	ENSNLET00000006595	ENSPTRT00000027418	1462	1462	1290	1416	1241	1189	52	2	3	7	34	2	95.8098307816277	4.19016921837228	0.16116035455278	0.24174053182917	0.56406124093473	2.73972602739726	0.16116035455278	0
ENST00000285071	ENSG00000154803	FLCN	folliculin 	ENST00000285071	ENSGGOT00000001556	ENSNLET00000017128	ENSPTRT00000090610	579	579	579	542	489	481	8	2	1	0	5	0	98.3640081799591	1.6359918200409	0.408997955010225	0.204498977505112	0	1.02249488752556	0	0
ENST00000285093	ENSG00000167315	ACAA2	acetyl-CoA acyltransferase 2 	ENST00000285093	ENSGGOT00000012603	ENSNLET00000014799	ENSPTRT00000018379	397	397	397	397	397	382	15	0	3	3	8	0	96.2216624685139	3.77833753148614	0	0.755667506297229	0.755667506297229	2.01511335012594	0	0
ENST00000285199	ENSG00000154914	USP43	ubiquitin specific peptidase 43 	ENST00000285199	ENSGGOT00000006449	ENSNLET00000012900	ENSPTRT00000050205	1123	1123	1103	1123	1103	1081	22	0	4	3	15	0	98.0054397098821	1.99456029011786	0	0.362647325475975	0.271985494106981	1.3599274705349	0	0
ENST00000285238	ENSG00000108846	ABCC3	ATP binding cassette subfamily C member 3 	ENST00000285238	ENSGGOT00000003430	ENSNLET00000055470	ENSPTRT00000093722	1527	1543	1527	1312	1109	1053	56	6	4	5	40	0	94.9504057709648	5.04959422903517	0.541027953110911	0.36068530207394	0.450856627592426	3.6068530207394	0	0
ENST00000285243	ENSG00000154945	ANKRD40	ankyrin repeat domain 40 	ENST00000285243	ENSGGOT00000028577	ENSNLET00000043455	ENSPTRT00000017264	368	367	379	321	320	317	3	1	1	0	1	0	99.0625	0.9375	0.3125	0.3125	0	0.3125	0	0
ENST00000285279	ENSG00000154978	VOPP1	VOPP1 WW domain binding protein 	ENST00000285279	ENSGGOT00000027470	ENSNLET00000034487	ENSPTRT00000035486	172	172	172	181	154	153	1	0	0	0	1	0	99.3506493506493	0.649350649350652	0	0	0	0.649350649350649	0	0
ENST00000285311	ENSG00000155011	DKK2	dickkopf WNT signaling pathway inhibitor 2 	ENST00000285311	ENSGGOT00000054792	ENSNLET00000036233	ENSPTRT00000030417	259	259	259	259	258	248	10	2	2	2	2	2	96.1240310077519	3.87596899224806	0.775193798449612	0.775193798449612	0.775193798449612	0.775193798449612	0.775193798449612	0
ENST00000285393	ENSG00000147614	ATP6V0D2	ATPase H+ transporting V0 subunit d2 	ENST00000285393	ENSGGOT00000013802	ENSNLET00000001858	ENSPTRT00000037740	350	350	350	350	350	347	3	0	0	3	0	0	99.1428571428571	0.857142857142861	0	0	0.857142857142857	0	0	0
ENST00000285402	ENSG00000155087	ODF1	outer dense fiber of sperm tails 1 	ENST00000285402	ENSGGOT00000024451	ENSNLET00000004619	ENSPTRT00000037899	250	253	253	256	250	241	9	5	0	1	2	0	96.4	3.59999999999999	2	0	0.4	0.8	0	0
ENST00000285407	ENSG00000155090	KLF10	Kruppel like factor 10 	ENST00000285407	ENSGGOT00000015257	ENSNLET00000004626	ENSPTRT00000064860	480	480	479	480	479	476	3	2	0	0	0	1	99.3736951983299	0.626304801670145	0.417536534446764	0	0	0	0.208768267223382	0
ENST00000285419	ENSG00000155099	PIP4P2	phosphatidylinositol-4%2C5-bisphosphate 4-phosphatase 2 	ENST00000285419	ENSGGOT00000017239	ENSNLET00000003065	ENSPTRT00000037774	257	257	257	257	257	255	2	0	0	0	2	0	99.2217898832685	0.778210116731515	0	0	0	0.778210116731518	0	0
ENST00000285518	ENSG00000155189	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5 	ENST00000285518	ENSGGOT00000023424	ENSNLET00000019061	ENSPTRT00000036987	364	364	364	355	355	352	3	0	1	1	1	0	99.1549295774648	0.845070422535216	0	0.28169014084507	0.28169014084507	0.28169014084507	0	0
ENST00000285599	ENSG00000013288	MAN2B2	mannosidase alpha class 2B member 2 	ENST00000285599	ENSGGOT00000008112	ENSNLET00000015037	ENSPTRT00000107093	1009	1009	1009	918	813	782	31	2	5	2	18	2	96.1869618696187	3.8130381303813	0.2460024600246	0.615006150061501	0.2460024600246	2.2140221402214	0.2460024600246	0
ENST00000285667	ENSG00000155304	HSPA13	heat shock protein family A (Hsp70) member 13 	ENST00000285667	ENSGGOT00000063471	ENSNLET00000002295	ENSPTRT00000025741	471	471	407	471	349	343	6	0	0	2	4	0	98.2808022922636	1.71919770773638	0	0	0.573065902578797	1.14613180515759	0	0
ENST00000285737	ENSG00000102910	LONP2	lon peptidase 2%2C peroxisomal 	ENST00000285737	ENSGGOT00000006593	ENSNLET00000000800	ENSPTRT00000014924	852	852	852	850	850	844	6	0	1	1	4	0	99.2941176470588	0.705882352941174	0	0.117647058823529	0.117647058823529	0.470588235294118	0	0
ENST00000285814	ENSG00000155438	NIFK	nucleolar protein interacting with the FHA domain of MKI67 	ENST00000285814	ENSGGOT00000025063	ENSNLET00000001492	ENSPTRT00000023053	293	293	293	293	293	284	9	0	2	1	4	1	96.9283276450512	3.0716723549488	0	0.68259385665529	0.341296928327645	1.36518771331058	0.341296928327645	0
ENST00000285848	ENSG00000155463	OXA1L	OXA1L mitochondrial inner membrane protein 	ENST00000285848	ENSGGOT00000022766	ENSNLET00000040419	ENSPTRT00000011256	495	435	435	476	406	390	16	0	0	1	13	0	96.0591133004926	3.94088669950739	0	0	0.246305418719212	3.20197044334975	0	0
ENST00000285850	ENSG00000155465	SLC7A7	solute carrier family 7 member 7 	ENST00000285850	ENSGGOT00000003716	ENSNLET00000018839	ENSPTRT00000011257	511	511	511	511	510	506	4	0	0	0	4	0	99.2156862745098	0.784313725490193	0	0	0	0.784313725490196	0	0
ENST00000285871	ENSG00000135205	CCDC146	coiled-coil domain containing 146 	ENST00000285871	ENSGGOT00000008581	ENSNLET00000012113	ENSPTRT00000035776	955	955	955	955	955	931	24	4	1	1	16	2	97.4869109947644	2.5130890052356	0.418848167539267	0.104712041884817	0.104712041884817	1.67539267015707	0.209424083769633	0
ENST00000285873	ENSG00000082516	GEMIN5	gem nuclear organelle associated protein 5 	ENST00000285873	ENSGGOT00000010742	ENSNLET00000021253	ENSPTRT00000032267	1508	1508	1286	1507	1273	1241	32	2	6	3	20	0	97.4862529457973	2.51374705420267	0.157109190887667	0.471327572663001	0.2356637863315	1.57109190887667	0	0
ENST00000285947	ENSG00000155542	SETD9	SET domain containing 9 	ENST00000285947	ENSGGOT00000014667	ENSNLET00000002857	ENSPTRT00000087120	299	299	273	281	219	215	4	1	0	1	2	0	98.1735159817352	1.82648401826484	0.45662100456621	0	0.45662100456621	0.91324200913242	0	0
ENST00000285968	ENSG00000155561	NUP205	nucleoporin 205 	ENST00000285968	ENSGGOT00000029246	ENSNLET00000037944	ENSPTRT00000094485	2012	2017	2020	2017	1998	1981	17	2	5	5	4	0	99.1491491491492	0.850850850850847	0.1001001001001	0.25025025025025	0.25025025025025	0.2002002002002	0	0
ENST00000286091	ENSG00000155660	PDIA4	protein disulfide isomerase family A member 4 	ENST00000286091	ENSGGOT00000032101	ENSNLET00000004658	ENSPTRT00000036738	646	645	645	615	579	564	15	2	4	1	7	1	97.4093264248705	2.59067357512953	0.345423143350604	0.690846286701209	0.172711571675302	1.20898100172712	0.172711571675302	0
ENST00000286122	ENSG00000172530	BANP	BTG3 associated nuclear protein 	ENST00000286122	ENSGGOT00000001157	ENSNLET00000051500	ENSPTRT00000015574	519	519	400	242	127	126	1	0	0	0	1	0	99.2125984251969	0.787401574803155	0	0	0	0.78740157480315	0	0
ENST00000286190	ENSG00000155749	ALS2CR12	flagellum associated containing coiled-coil domains 1 	ENST00000286190	ENSGGOT00000055483	ENSNLET00000008882	ENSPTRT00000023741	445	422	422	422	422	396	26	4	3	2	16	1	93.8388625592417	6.1611374407583	0.947867298578199	0.710900473933649	0.4739336492891	3.7914691943128	0.23696682464455	0
ENST00000286201	ENSG00000155760	FZD7	frizzled class receptor 7 	ENST00000286201	ENSGGOT00000050593	ENSNLET00000044477	ENSPTRT00000096132	574	574	574	574	574	571	3	0	0	1	2	0	99.4773519163763	0.522648083623693	0	0	0.174216027874564	0.348432055749129	0	0
ENST00000286234	ENSG00000155792	DEPTOR	DEP domain containing MTOR interacting protein 	ENST00000286234	ENSGGOT00000004415	ENSNLET00000006398	ENSPTRT00000037999	409	409	409	392	392	392	0	0	0	0	0	0	100	0	0	0	0	0	0	0
